Column1,Column2
221,유아교육 및 유아특수교육현장요구에 대한 대학교육프로그램의 준비도 : 유아교육과 유아특수교육과 학생의 인식을 중심으로 = (A) Study on the Readiness of University Education Program for the Field Need of Early Childhood Education and Early Childhood Special Education
222,장애청소년 전환교육 관점에서의 특수학교 체육교육과정 내용분석 = Contents analysis of physical education of special school curriculum in the perspective of transition education for adolescents with disabilities
223,"한국 특수교육정책 발전과정에 관한 연구 = (A) study on the development of the law, curriculum, teacher education and administrative structure of special education in Korea"
224,특수학교 기본교육과정 음악교과의 편성 및 운영 실태 = Organization and operation of music education in the basic curriculum of special school
225,일본어의 발음교육 : 특수음소와 리듬을 중심으로 = Pronunciation Education of Japanese : focusing on the special phoneme and rhythm
226,특수교육대상학생의 문제행동 기능에 대한 특수교사와 초등교사의 인식 비교연구
227,일반교사 양성과정에서 특수교육과 관련된 교과목 및 교직소양 과목 운영의 실태 = Current status of courses or curriculum on exceptional children for preservice general education teachers
228,열린교육활동이 특수학급아동의 인지 및 정의적 영역에 미치는 효과
229,장애인부모단체의 발전과 활동이 가지는 특수교육학적 함의 고찰 = A Consideration of Special Educational Meaning on the Advancement and Activities of Parents' Association with the Disabled.
230,2011개정 특수교육 기본 교육과정 중학교 성교육 관련 교과 내용 분석 = An Analysis of Textbook Content associated with Middle-School Sexuality Education in the 2011 Special Education Basic Curriculum
231,유치원 특수교육 대상자의 의무교육 시행에 대한 유치원 교사의 인식
232,특수아동 부모의 특수교육 관련서비스에 대한 인식 특성 = The Characteristics of the Recognition which Special Children's Parents Have about Special-Education-Related Services
233,2008년 개정 특수학교 기본 교육과정 체육과에 대한 특수학교 체육교사의 인식 연구 = A Study on the Special School Physical Education Teachers' Perception toward Physical Education in the 2008 Revised Basic Curriculum for Special School
234,지체장애특수학교 교사의 교육경험에 관한 근거이론 연구 = A Study of Grounded Theory on the Education Experience of the Physical Disabilites School Teachers
235,경도장애아 통합교육에 대한 특수교사와 일반교사의 태도 비교 연구 = (A) Comparative Study of Special Teachers and Regular Attitudes toward Mainstreamed Mildly Handicapped Students
236,특수도서관사서의 계속교육에 관한 연구 = (A) STUDY ON CONTINUING EDUCATION OF SPECIAL LIBRARIANS
237,근거이론에 의한 유아특수교사의 다문화교육역량 형성과정 분석 = The Analysis of the Process of Early Childhood Special Education Teachers' Multicultural Education Competency Buildup through the Grounded Theory
238,"특수학교 고등부 장애학생 부모의 특수교육 교사와의 협력에 대한 만족도, 사회적 지지 인식, 가족 기능 인식 간의 상관관계"
239,교사발달단계에 따른 특수교육교사의 관심사 변화에 관한 연구 = A Study on the Transition of Special Teachers' Concerns by Developmental Stages of Teachers
240,특수교육지원센터에서의 사회복지사 역할 인식에 관한 연구 : 인천광역시 사회복지사와 특수교사를 중심으로 = A Study on Recognition of the Roles of Social Worker at  Local Special Education Support Centers : Focusing on Social Workers and Special Education Teachers of Incheon Metropolitan City
241,2008-2017년 국내 특수아동을 대상으로 하는 음악교육 관련 연구 동향 분석 = Analysis of Research Trend in Music Education for domestic students with Special Needs in 2008-2017
242,Foucault의 사상이 특수교육에 주는 함의 = Implications of Foucault's thought for Special Education
243,제4차 산업혁명에 따른 특수교육의 좌표 탐색 = Exploring the Coordinates of Special Education in the Fourth Industrial Revolution
244,전환교육에 관한 중등특수교사의 인식 연구 = Perceptions of Secondary Special Education Teachers on Transition Education
245,정신지체 특수학교 전공과의 교육과정 운영 실태 = The Status of Management of Majoring Course Curriculum in Special Schools for the Mentally Retarded
246,특수학교 전공과의 전환교육 운영에 대한 교사 인식 및 개선 방안 = The Recognition and Direction of Teacher in according to Transition Education management in Postschool Classes of Special Schools
247,유치원 특수학급에 배치된 특수교육보조원의 직무 만족도 및 요구조사
248,정신지체 특수학교 중학부의 컴퓨터 교육 실태 연구
249,구어 의사소통에 어려움이 있는 장애학생에 대한 베트남 특수교사의 의사소통 교육 경험 및 인식
250,특수학교 안전체험교육에 대한 개선방안 연구 : 대구지역 특수학교 중심으로 = A Study on the Improvement of Safety Experience Education for Special Schools
251,특수학급 및 통합학급 교사가 지각하는 특수교육보조원의 규범적 임무와 현상적 임무 = Normative duties and actual duties of special education aides perceived by teachers of special classes and inclusive classes
252,중도·중복장애학생을 위한 특수학교 교육과정 운영과 「중도·중복장애학생 교육과정 지원자료」 활용실태 : 서울·경기·인천 지역을 중심으로
253,재택순회교육 과정에서 특수교사가 경험하는 교권존중 실태와 개선 방안
254,비디오 모델링을 활용한 학교생활 안전교육이 특수학교 초등 저학년 발달장애학생의 학교생활 안전지식과 안전행동에 미치는 영향
255,융합인재교육 적용을 위한 중등 특수교사들의 인식 및 요구 분석 = Perception and Needs Analysis of Secondary Special Education Teachers for STEAM Application
256,특수교육재정의 공평성 분석
257,특수교사의 스마트교육 활용 실태 및 인식 연구 = (A) study on the special education teachers' utilization and recognition of smart learning
258,사물놀이와 민요 교육이 특수아동의 문제행동교정에 미치는 영향 연구
259,2015 특수교육 교육과정에 따른 중등학교 특수학급 교육과정 운영실태 및 교사의 지원요구 = Analysis of Curriculum Management in Accordance with 2015 Curriculum and Special Teacher's Support Needs in the Secondary School with Special Classroom
260,예비 초등교사와 예비 특수교사의 통합교육에 관한 인식 비교 연구
261,국내 교육대학원 유아특수교육전공 교육과정 분석 = Analysis of the Curriculum for Early Childhood Special Education in Postgraduate Schools
